"year","stateabbr","statedesc","countyname","countyfips","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2020","WV","West Virginia","Kanawha","54039","54039001500","BRFSS","Health Status","Fair or poor self-rated health status among adults aged >=18 years","%","Crude prevalence","13.9",,,"11.9","16.2","4505","POINT (-81.59472182 38.32800448)","54039001500","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2020","WV","West Virginia","Kanawha","54039","54039010100","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","35.3",,,"34.0","36.6","4102","POINT (-81.7266738 38.37437318)","54039010100","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2020","WV","West Virginia","Kanawha","54039","54039002100","BRFSS","Prevention","Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","%","Crude prevalence","52.4",,,"47.1","56.6","4702","POINT (-81.66469799 38.35287149)","54039002100","PREVENT","COREM","CrdPrv","Core preventive services for older men"
"2020","WV","West Virginia","Kanawha","54039","54039010801","BRFSS","Health Outcomes","Diagnosed diabetes among adults aged >=18 years","%","Crude prevalence","15.4",,,"14.6","16.2","6659","POINT (-81.69475764 38.53138941)","54039010801","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2020","WV","West Virginia","Kanawha","54039","54039011401","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","11.8",,,"10.6","13.2","2202","POINT (-81.53974248 38.34120079)","54039011401","HLTHOUT","COPD","CrdPrv","COPD"
"2019","WV","West Virginia","Kanawha","54039","54039013400","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","50.5",,,"49.2","51.7","2222","POINT (-81.79464278 38.37907144)","54039013400","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2019","WV","West Virginia","Kanawha","54039","54039001100","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","47.9",,,"46.5","49.2","5350","POINT (-81.59534682 38.34973265)","54039001100","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2020","WV","West Virginia","Kanawha","54039","54039000100","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","14.4",,,"13.3","15.8","1361","POINT (-81.67972877 38.37333598)","54039000100","HLTHOUT","COPD","CrdPrv","COPD"
"2020","WV","West Virginia","Kanawha","54039","54039010300","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults aged >=18 years","%","Crude prevalence","33.5",,,"30.7","36.2","2432","POINT (-81.748817 38.3669006)","54039010300","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2020","WV","West Virginia","Kanawha","54039","54039010300","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","10.4",,,"10.0","10.8","2432","POINT (-81.748817 38.3669006)","54039010300","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2020","WV","West Virginia","Kanawha","54039","54039011800","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","38.8",,,"38.2","39.4","5448","POINT (-81.3491169 38.28026853)","54039011800","HLTHOUT","OBESITY","CrdPrv","Obesity"
